14:0_perDWT,TMTD_perDWT,14:1_perDWT,i15:0_perDWT,ai15:0_perDWT,15:0_perDWT,15:1_perDWT,i16:0_perDWT,ai16:0?_perDWT,pristanic?_perDWT,16:0_perDWT,16:1w11?_perDWT,16:1w9?_perDWT,16:1w7_perDWT,16:1w5_perDWT,i17:0_perDWT,ai17:0_perDWT,16:2w4_perDWT,phytanic?_perDWT,17:0_perDWT,16:3w4?_perDWT,17:1_perDWT,16:4w3?_perDWT,16:4w1_perDWT,18:0_perDWT,18:1w11?_perDWT,18:1w9_perDWT,18:1w7_perDWT,18:1w6?_perDWT,18:1w5?_perDWT,18:2a_perDWT,18:2b_perDWT,18:2w6_perDWT,18:2w4_perDWT,18:3w6_perDWT,19:0_perDWT,18:3w4_perDWT,18:3w3_perDWT,18:4w3_perDWT,18:4w1?_perDWT,20:0_perDWT,18:5w3_perDWT,20:1w11?_perDWT,20:1w9_perDWT,20:1w7?_perDWT,20:2a?_perDWT,20:2b?_perDWT,20:2w6_perDWT,20:3w6_perDWT,21:0_perDWT,20:4w6_perDWT,20:3w3_perDWT,20:4w3_perDWT,20:5w3_perDWT,22:0_perDWT,22:1w11(13)_perDWT,22:1w9_perDWT,22:1w7_perDWT,22:2NMIDa?_perDWT,22:2NMIDb?_perDWT,21:5w3?_perDWT,23:0_perDWT,22:4w6?_perDWT,22:5w6_perDWT,22:4w3?_perDWT,22:5w3_perDWT,24:0_perDWT,22:6w3_perDWT,24:1(24:1n-9)_perDWT,Bacterial_perDWT,SFA_perDWT,MUFA_perDWT,PUFA_perDWT,PUFA/SFA_perDWT,Sum_N-3_PUFA_perDWT,DHA/EPA_perDWT,Diatom_freshness_perDWT,Zooplankton_perDWT,Nearshore_perDWT,Diatom_Indicator_perDWT,Diatom_to_Flagellate_perDWT,Carnivory_benthic_pelagic_perDWT,Storage_lipid_diatom_perDWT,Membrane_lipid_diatom_perDWT,vial_id,year,cruise,gis_station,total_benthic_cpue,area_swept,cpue,vessel,haul,sex,cw,ch_cc,crab_wgt,hepato_wwt,hepato_dwt,maturity,mid_latitude,mid_longitude,bottom_depth,gear_temperature,sample_region,lme,bsierp_region
15.57,0.41,0.77,0.92,0.08,3.92,0,1.16,0.24,0,74.22,0,0,95.02,0.81,2.32,2.77,5.2,1.61,0,2.85,0,1.44,3.07,14.23,0.96,84.97,40.39,1.75,0.39,0.1,0,3.89,1.33,0.96,0,1.4,0.18,6.32,0.72,1.58,0,13.32,6.61,31.52,0,0,2.09,0,0.12,10.97,0,1.86,84.11,0.36,1.44,4.29,4.5,0.94,2.42,0.05,0,0.08,3.33,0,6.35,0.09,20.23,0.58,11.42,119.6,287.34,159.88,1.34,120.53,0.24,0.07,61.69,4.07,1.28,0.84,2.1,15.04,4.16,2019-142,2019,201902,W-26,451.948441,0.0141509820878085,208473.85302972078,162,2,2,60.03,0,74.2,0.7351,0.2402,0,62.33512,-174.57173,71,-0.5,7,NBS,10
10.02,0.21,0.51,0.72,0.05,2.57,0,0,0.27,0,42.63,0,0,50.48,0.6,1.85,2.23,3.21,1.27,0,2.73,0,1,1.79,9.11,1.48,40.76,28.08,1.63,0.31,0,0,2.63,1.04,0.59,0,0,0.51,3.7,0.57,0,0,11.85,4.81,23.95,0,0,1.67,0,0,7.05,0,1.03,48.05,0.28,1.63,3.12,3.4,0.7,2.21,0,0,0,2.04,0,4.91,0.05,12.75,0.95,7.7,71.27,173.57,98.17,1.38,71.94,0.27,0.09,48.76,3.13,1.18,0.97,1.45,13.64,3.77,2019-143,2019,201902,W-26,451.948441,0.0141509820878085,208473.85302972078,162,2,2,57.71,0,61.4,0.9754,0.2233,0,62.33512,-174.57173,71,-0.5,7,NBS,10
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-144,2019,201902,W-26,451.948441,0.0141509820878085,208473.85302972078,162,2,2,57.9,0,59.9,0.7927,0.2082,0,62.33512,-174.57173,71,-0.5,7,NBS,10
10.77,0.21,0.57,0.8,0.06,2.82,0,0,0.34,0,56.73,0,0,61.81,0.66,2.17,2.72,3.27,1.62,0,3.47,0,0.94,1.78,10.34,1.28,56.58,37.11,1.73,0.37,0,0,3.54,2.06,0.71,0,0,0.79,3.29,1.05,0,0,14.03,4.89,31.09,0,0,2.31,0,0,9.44,0,1,55.01,0.29,1.54,3,2.48,0.53,4.31,0,0,0.33,1.93,0,5.53,0.08,14.84,0.82,8.91,88.96,217.95,116.13,1.31,81.39,0.27,0.07,57.03,4.33,1.09,0.83,1.52,18.79,3.71,2019-145,2019,201902,W-26,451.948441,0.0141509820878085,208473.85302972078,162,2,2,59.34,0,57,1.0696,0.2555,0,62.33512,-174.57173,71,-0.5,7,NBS,10
13.11,0.26,0.69,0.75,0.06,3.24,0,1.04,0.2,0,69.37,0,0,81.96,0.67,2.1,2.4,4.13,1.55,0,3.85,0,1.11,2.44,11.7,1.14,19.9,18.7,1.75,0.33,0,0,3.27,1.3,0.79,0,1.15,0.76,4.16,0.75,0,0,12.29,5.58,27.96,0,0,1.91,0,0.13,8.6,0,1.28,60.71,0.33,1.91,3.51,3.33,0.95,2.69,0.07,0,0,2.2,0,4.85,0.05,14.58,0.97,9.8,106.29,180.69,121.54,1.14,87.52,0.24,0.07,54.59,4.03,1.18,0.95,1.06,19.72,4.16,2019-146,2019,201902,W-26,451.948441,0.0141509820878085,208473.85302972078,162,2,2,56.35,0,53.9,0.7523,0.2223,0,62.33512,-174.57173,71,-0.5,7,NBS,10
11.96,0.6,0.34,0.64,0.12,1.68,0,0,1.7,0,41.23,0,0,53.22,0.72,1.98,1.75,5.7,1.14,0,3,0.29,1,3.49,8.38,1.5,27.66,23.6,1.83,0,0,0,2.41,1.57,0.68,0,1.44,0,4.61,0,0.57,0,10.92,4.93,11.25,0,0,1.97,0,0.09,3.43,0,1.47,49.7,0.33,7.78,2.6,4.06,0.91,1.15,0,0,0,0.76,0,4.27,0.08,13.48,1.16,8.16,72.24,151.86,101.04,1.4,74.53,0.27,0.12,41.54,2.41,1.29,1.23,1.17,11.56,3.69,2019-147,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,1,59.43,8.34,71.8,1.1738,0.3271,0,63.33692,-173.40604,71,0,8,NBS,12
6.74,0.28,0.22,0.29,0.05,1.3,0,0,0.84,0,27.91,0,0,38.51,0.38,0.96,0.73,3.72,0.81,0.02,2.38,0,0.56,3.3,5.73,0.81,17.87,16.94,1.12,0,0,0,1.64,1.24,0.6,0,0.85,0.36,4.58,0,0,0,7.6,2.55,10.37,0,0,0.78,0,0.06,3.27,0,1.09,47.01,0.17,5.39,1.81,1.02,0.47,1.54,0.06,0,0.02,0.9,0,3.75,0.02,11.46,0.81,4.18,45.9,105.41,89.59,1.95,68.88,0.24,0.13,28.75,2,1.38,1.07,1.06,8.4,4.1,2019-148,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,1,56.35,6.6,59.8,0.6835,0.1912,0,63.33692,-173.40604,71,0,8,NBS,12
8.78,0.45,0.24,0.49,0.09,1.66,0,0,0.68,0,34.18,0,0,50.99,0.56,1.59,1.41,4.78,0.84,0.02,1,0,0.84,2.83,6.64,1.22,22.77,20.93,1.3,0,0,0,1.98,1.41,0.61,0,1.14,0.39,4.14,0,0.39,0,6.59,2.9,10.82,0,0,1.15,0,0.09,3.16,0,1.32,45.04,0.25,2.55,2.43,1.61,0.53,1.26,0,0,0.25,0.61,0,3.64,0.06,9.35,0.6,5.94,57.61,125.51,85.42,1.48,64.71,0.21,0.1,26.9,2.37,1.49,0.98,1.09,12.31,4.82,2019-149,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,1,54.5,7.13,62.9,0.6489,0.2011,0,63.33692,-173.40604,71,0,8,NBS,12
14.6,0.4,0.4,0.64,0.13,1.92,0,0,1.11,0,50.85,0,0,54.02,0.67,2.16,1.67,7.06,1.31,0,1.31,0,1.26,4.14,11.66,1.55,46.15,31.3,2.35,0.66,0,0,2.84,1.51,0.83,0,1.36,0.63,4.72,0,1.28,0,15.28,8.32,19.26,0,0,1.92,0,0.14,4.5,0,1.49,54.17,0.37,8.83,3.3,2.06,0.79,2.05,0.09,0,0.03,1.21,0,5.86,0.04,19.62,1.72,7.64,88.3,195.87,117.4,1.33,87.84,0.36,0.12,57.05,3.47,1.06,1.16,1.47,11.45,2.76,2019-150,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,2,54.37,0,52.6,0.5085,0.208,0,63.33692,-173.40604,71,0,8,NBS,12
7.73,0.28,0.27,0.33,0.06,1.23,0,0,0.84,0,26.59,0,0,36.63,0.38,1.1,0.96,3.62,0.78,0,2.14,0.2,0.61,2.8,5.65,0,16.57,14.87,0,0,0,0,1.57,1.06,0.52,0,0.84,0,3.95,0,0.35,0,6.6,2.39,8.87,0,0,0.87,0,0.05,2.98,0,1.02,40.84,0.18,4.58,2.37,1.94,0.4,0.9,0,0,0,0.56,0,3.11,0.05,9.76,0.82,4.71,46.17,96.5,77.54,1.68,59.29,0.24,0.13,26.75,1.57,1.38,1.16,1.11,9.27,4.18,2019-151,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,1,56.1,7.16,63.6,0.5707,0.1708,0,63.33692,-173.40604,71,0,8,NBS,12
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-152,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,2,50.24,0,42.9,0.575,0.1759,0,63.33692,-173.40604,71,0,8,NBS,12
14.69,0.59,0.39,0.68,0.13,2.39,0,0,1.13,0,51.47,0,0,63.1,0.71,2.24,1.62,9.11,1.46,0,4.07,0,1.51,5.34,12.99,1.97,40.89,31,2.15,0,0,0,3.25,2.32,1.04,0,1.51,0.62,6.63,0,0,0,13.22,6.86,20.81,0,0,2.04,0,0.14,5.99,0,1.72,76.26,0.31,7.17,3.75,2.27,1.05,2.81,0.33,0,0,1.08,0,6.94,0.06,20.7,1.37,8.19,89.91,195.68,154.31,1.72,114.7,0.27,0.15,54.08,3.87,1.23,1.3,1.32,9.52,3.68,2019-153,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,2,57.46,0,59.3,0.6889,0.1607,0,63.33692,-173.40604,71,0,8,NBS,12
15.94,0.45,0.49,0.66,0.13,1.81,0,0.82,1.68,0,52.53,0,0,68.54,0.76,2.41,2.18,6.41,1.32,0,3.74,0,1.3,4.96,10.53,1.91,38.16,32.16,2.47,0.68,0,0,2.83,1.99,0.83,0,1.46,0.52,5.75,0,1.23,0,13.99,5.17,15.37,0,0,1.48,0,0.09,4.72,0,1.57,64.58,0.35,9.43,2.62,2.32,1.14,2.29,0.12,0,0.07,1.48,0,6.28,0.03,16.47,1.37,9.7,92.15,195.44,129.98,1.41,96.59,0.26,0.12,48.9,3.34,1.3,1.23,1.19,11.93,3.92,2019-154,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,1,59.85,7.56,80.2,1.055,0.3942,0,63.33692,-173.40604,71,0,8,NBS,12
8.87,0.41,0.21,0.4,0.07,1.54,0,0,0.68,0,33.4,0,0,43.42,0.45,1.45,1.1,3.73,1.06,0,2.35,0,0.93,2.84,8.46,1.31,24.2,18.45,1.27,0,0,0,1.8,1.34,0.59,0,1.05,0.45,3.92,0.42,0,0,7.91,3.47,12.86,0,0,1.33,0,0.07,3.76,0,1.2,46.42,0.21,3.55,2.56,1.51,0.63,1.58,0,0,0.5,0.78,0,4.83,0.03,12.16,0.77,5.24,57.74,121.94,92.61,1.6,69.9,0.26,0.11,31.85,2.25,1.3,1.03,1.31,11.07,3.82,2019-155,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,2,57.26,0,63.2,0.6496,0.1839,0,63.33692,-173.40604,71,0,8,NBS,12
14.37,0.51,0.35,0.44,0.11,2.15,0,0.51,0.89,0,46.8,0,0,70.05,0.71,1.61,1.34,6.87,1.17,0,4.2,0,0.82,6.93,10.37,1.13,28.86,25.78,1.71,0.63,0,0,2.8,2.07,0.99,0,1.61,0.65,8.31,2.78,0,0.02,10.19,3.98,15.74,0,0,1.58,0,0.08,4.95,0,1.86,76.42,0.28,4.67,3.15,1.53,0.64,1.94,0.07,0,0,1.56,0,5.97,0.07,18.98,1.26,7.05,80.69,169.74,152,1.88,113.08,0.25,0.14,39.26,3.44,1.5,0.98,1.12,8.43,4.03,2019-156,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,2,54.65,0,52.7,0.7356,0.1844,0,63.33692,-173.40604,71,0,8,NBS,12
9.53,0.39,0.26,0.47,0.07,1.65,0,0.47,0.9,0,35.32,0,0,45.02,0.57,1.51,1.22,5.03,1.02,0,2.95,0,1.01,4.02,9.42,0.97,26.33,20.24,1.42,0.56,0,0,2.24,1.57,0.77,0,1.23,0.56,5.51,0,0,0,8.16,3.76,12.13,0,0,1.35,0,0.08,4.45,0,1.71,60.46,0.24,4.45,2.64,1.61,0.67,1.39,0,0,0.34,1.57,0,6.07,0.06,20.81,1.37,6.29,62.35,129.5,123.69,1.98,96.12,0.34,0.14,32.76,2.79,1.27,1.1,1.3,8.18,2.91,2019-157,2019,201902,ZZ-24,249.872683,0.0145769275375977,129981.0769528085,162,46,2,51.17,0,47.2,0.6304,0.148,0,63.33692,-173.40604,71,0,8,NBS,12
0.56,0.05,0.04,0.07,0.05,0.37,0,0,0.04,0,5.78,0,0,2.53,0.18,0.03,0.38,0.34,0.41,0,0.41,0,0.52,0.04,2.08,0,3.98,4.18,0,0.08,0,0,0.68,0.14,0.15,0,0,0.13,0.06,0.08,0,0,0.83,0.51,1.6,0,0.42,0,0,0,2.64,0,0.08,12.2,0.19,0,0,1.22,0,0.13,0,0,0.2,0.24,0,1.39,0.1,4.59,0.21,0.94,10.11,15.35,24.42,2.42,18.96,0.38,0.13,4.14,0.81,0.44,1.06,0.95,42.13,2.66,2019-158,2019,201901,Q-21,573.04314,0.0140845790630259,119741.31867577978,94,133,1,84.01,12.75,204.8,1.4572,0.1373,0,60.32928,-170.6645,62,2.6,4,EBS,9
0.85,0.06,0.05,0.11,0.09,0.46,0,0,0.18,0,9.72,0,0,3.86,0.13,0.71,0.8,1.24,0.69,0,0.54,0,0.88,0.13,4.3,0,8.83,10.32,0,0.21,0,0,1.29,0.42,0.33,0,0,0.27,0.18,0.18,0,0,2.92,2.47,7.35,0,0,1.2,0,0,4.38,0,0.18,19.41,0.38,0,2.01,1.79,0.19,0.61,0,0,0,0.68,0,2.65,0.27,8.03,0.51,2.35,18.62,40.46,42.79,2.3,31.6,0.41,0.17,16.55,1.56,0.4,1.04,0.86,21.32,2.42,2019-159,2019,201901,Q-21,573.04314,0.0140845790630259,119741.31867577978,94,133,1,78.61,11.71,168.2,1.4669,0.0811,0,60.32928,-170.6645,62,2.6,4,EBS,9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-160,2019,201901,Q-21,573.04314,0.0140845790630259,119741.31867577978,94,133,1,84.69,11.99,211.7,1.4069,0.1135,0,60.32928,-170.6645,62,2.6,4,EBS,9
0.33,0.02,0.02,0.03,0,0.2,0,0,0.04,0,4.25,0,0,1.78,0.06,0.23,0.24,0.25,0.29,0,0.22,0.05,0.4,0.03,1.54,0,2.9,3.12,0,0.05,0,0,0.52,0.13,0.12,0.05,0,0.13,0.05,0.06,0,0,0.59,0.33,1.42,0,0,0.27,0,0,1.6,0,0.05,7.45,0.14,0,0.9,0.5,0.03,0.12,0,0,0,0.17,0,0.67,0.06,2.77,0.14,0.8,7.43,11.88,15.04,2.02,11.53,0.37,0.13,3.75,0.65,0.42,0.89,0.93,33.32,2.69,2019-161,2019,201901,Q-21,573.04314,0.0140845790630259,119741.31867577978,94,133,1,80.02,11.85,193.5,0.8798,0.1296,0,60.32928,-170.6645,62,2.6,4,EBS,9
1.17,0.04,0,0.13,0.1,0.44,0,0,0.15,0,6.99,0.05,0,3.89,0.14,0.48,0.63,0.96,0.43,0,0.41,0,0.56,0.06,2.21,0,4.67,5.91,0,0.11,0,0,1.12,0.3,0.17,0,0.13,0.21,0.17,0.14,0,0,1.36,0.72,2.39,0,0.6,0,0,0,2.03,0,0.13,11.23,0.21,0.25,0.59,0.66,0.1,0.25,0,0,0,0.27,0,1.44,0.07,4.46,0.33,1.92,13.05,21.09,24.71,1.89,18.2,0.4,0.15,5.97,1.33,0.56,0.89,0.79,23.09,2.51,2019-162,2019,201901,Q-21,573.04314,0.0140845790630259,119741.31867577978,94,133,1,83.66,12.29,188,0.5902,0.067,0,60.32928,-170.6645,62,2.6,4,EBS,9
7.35,0.13,0.32,0.82,0.05,1.78,0,0,0.25,0,35.66,0,0,42.04,0.58,2.04,2.78,2.71,1.14,0,2.22,0,0.72,1.43,8.3,1.57,34.14,24.92,1.49,0.31,0,0,2.43,1.28,0.56,0,0,0.32,2.68,0.57,0,0,9.59,3.94,18.89,0,0,1.62,0,0,5.32,0,0.83,36.08,0.22,1.49,2.53,1.75,0.35,1.83,0,0,0,1.14,0.14,5.31,0.12,9.9,0.82,7.72,60.64,144.37,77.45,1.28,55.99,0.27,0.08,38.19,2.75,1.18,0.9,1.37,15.66,3.65,2019-163,2019,201902,W-27,193.027395,0.01495924640185965,67622.14170589813,162,1,1,78.37,11.96,182.9,0.7455,0.1372,0,62.31661,-175.31904,80,0.2,7,NBS,10
5.26,0.15,0.22,0.57,0.41,1.76,0,0,0.1,0,27.12,0,0,33.02,0.48,1.5,2,1.83,0.79,0,1.51,0.21,0.76,0.96,6.61,0,18.15,13.73,0,0.22,0,0,1.75,0.67,0.39,0,0.74,0.42,2.35,0.49,0,0,8.35,3.92,16.47,0,0,1.72,0,0,5.73,0,1.04,43.45,0.17,0,3.34,2.5,0.52,1,0,0,0,1.53,0,4.64,0,10.77,0.7,6.55,46.45,101.3,82.29,1.77,63.44,0.25,0.08,34.58,2.17,1.22,0.74,1.32,14.03,4.03,2019-164,2019,201902,W-27,193.027395,0.01495924640185965,67622.14170589813,162,1,1,77.43,12.53,170.1,0.9133,0.1516,0,62.31661,-175.31904,80,0.2,7,NBS,10
7.77,0.17,0.25,0.73,0.05,1.95,0,0,0.26,0,33.83,0,0,40.9,0.6,1.94,2.56,2.96,1.14,0,1.2,0.28,0.78,1.87,8.29,1.31,26.16,20.39,0,0.31,0,0,2.42,1.29,0.61,0,1.06,0.68,3.78,0.47,0,0,9.92,4.01,20.69,0,0,1.67,0,0,6.42,0,1.23,47.46,0.22,1.22,3.13,2.52,0.43,1.71,0,0,0,1.77,0,5.98,0.04,12.03,0.78,7.77,58.93,132.49,95.83,1.63,71.95,0.25,0.08,41.49,3.1,1.21,0.66,1.28,10.82,3.95,2019-165,2019,201902,W-27,193.027395,0.01495924640185965,67622.14170589813,162,1,1,84.43,12.49,223.4,1.0083,0.2145,0,62.31661,-175.31904,80,0.2,7,NBS,10
0.59,0.04,0,0.06,0,0.22,0,0,0.04,0,7.53,0,0,2.35,0.06,0.58,0.43,0.3,0.58,0,0.32,0.06,0.62,0,2.64,0,6.31,6.33,0,0.13,0,0,0.76,0.21,0.14,0,0,0.09,0.08,0.1,0,0,0.85,0.79,0,0,0,0.48,0,0,3.85,0,0.08,16.77,0.16,0,1.34,1.51,0,0.09,0.67,0,0,0.5,0,1.46,0.12,7.37,0.42,1.38,12.99,20.15,33.87,2.61,27.13,0.44,0.11,4.48,0.84,0.31,0.91,1,31.37,2.28,2019-166,2019,201901,P-21,976.856988,0.01323881807263125,43684.886130099534,94,134,1,85.46,12.13,208.3,0.8845,0.068,0,60.01924,-170.63711,64,2.7,4,EBS,9
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-167,2019,201901,P-21,976.856988,0.01323881807263125,43684.886130099534,94,134,1,96.18,14.49,294.3,1.037,0.1994,0,60.01924,-170.63711,64,2.7,4,EBS,9
1.12,0.03,0,0.12,0.08,0.45,0,0,0.12,0,9.06,0,0,3.89,0.12,0.61,0.63,0.93,0.54,0,0.46,0,0.77,0.09,3.11,0,8.43,7.74,0,0.16,0,0,1.04,0.33,0.19,0,0.18,0.22,0.16,0.17,0,0,1.79,1.39,3.54,0,0,0.82,0,0,4.18,0,0.13,18.99,0.2,0.6,0.72,0.85,0.11,0.3,0,0,0,0.5,0,2.42,0.09,8.27,0.41,2,16.15,29.64,40.24,2.49,30.95,0.44,0.15,8.89,1.26,0.43,0.99,1.09,25.02,2.3,2019-168,2019,201901,P-21,976.856988,0.01323881807263125,43684.886130099534,94,134,1,92.53,13.89,247.7,0.6161,0.0742,0,60.01924,-170.63711,64,2.7,4,EBS,9
0.62,0.04,0,0.12,0.1,0.46,0,0,0.03,0,7.83,0,0,2.79,0.11,0.68,0.65,0.35,0.56,0,0.46,0,0.8,0,2.75,0,5.86,5.43,0,0.12,0,0,0.87,0.18,0.22,0.16,0,0.18,0.09,0.15,0,0,0.84,0.74,1.56,0,0.56,0,0,0,4.14,0,0.1,17.73,0.18,0.18,1.79,0.96,0.05,0.13,0,0,0,0.36,0,2.02,0.06,6.74,0.47,2.03,14.23,20.86,35.14,2.47,27.67,0.38,0.13,6.07,1.05,0.36,0.96,1.08,31.73,2.63,2019-169,2019,201901,P-21,976.856988,0.01323881807263125,43684.886130099534,94,134,1,85.29,13.28,198.8,0.79,0.127,0,60.01924,-170.63711,64,2.7,4,EBS,9
1.4,0.04,0,0.19,0.02,0.55,0,0,0.13,0,11.8,0,0,4.95,0.2,0.02,0.81,1.1,0.6,0,0.53,0,0.74,0.14,3.28,0.29,8.99,8.24,0,0,0,0,1.31,0.36,0.2,0,0.18,0.15,0.15,0.2,0,0,1.55,0.94,3.17,0,0,0.79,0,0,4.05,0,0.18,22.62,0.25,0.48,1.61,1.14,0.15,0.39,0,0,0.34,0.44,0,2.27,0.09,10.27,0.43,1.72,19.18,31.97,46.54,2.43,36.38,0.45,0.13,8.88,1.46,0.42,0.98,1.09,32.26,2.2,2019-170,2019,201901,P-21,976.856988,0.01323881807263125,43684.886130099534,94,134,1,83.62,12.86,190.9,0.7841,0.1046,0,60.01924,-170.63711,64,2.7,4,EBS,9
21.95,0.39,0.48,0.7,0.12,4.35,0,0.94,0.59,0,55.38,0,0,58.54,1.02,2.8,2.28,4.59,2.34,0,5.4,0,2.69,2.13,13.93,2.25,37.34,30.46,1.4,0.38,0,0,13.73,1.32,1.82,0,1.28,1.35,3.99,0.78,0,0,9.94,5.06,19.61,0,0,5.66,0,0,4.87,0,1.51,55.34,0.43,1.68,4.2,2.37,1.15,2.82,0,0,0,1.12,0,5.17,0.16,24.66,0.79,11.79,106.37,175.52,141.39,1.33,94.72,0.45,0.11,42.86,15.08,1.06,0.61,1.23,14.66,2.24,2019-171,2019,201901,N-19,8131.876574,0.0135584762909112,17862.499797440272,94,126,2,52.34,0,47.6,0.8538,0.2245,0,59.34803,-169.22843,50,4.1,3,EBS,6
25.75,0.35,0.62,0.71,0.16,4.32,0,1.01,0.6,0,59.03,0,0,61.47,0.96,2.73,2.35,4.37,2.19,0,4.91,0,2.76,2.11,14.5,2.33,41.49,34.02,1.4,0.45,0,0,14.65,1.39,1.94,0,1.31,1.37,4.43,0.69,1.64,0,9.95,5.93,20.38,0,0,6.36,0,0.24,5.81,0,1.6,59.06,0.34,1.57,2.04,1.95,1.19,2.9,0.09,0,0,1.19,0,5.06,0.17,25.05,0.68,11.87,116.08,185.23,148.22,1.28,99.42,0.42,0.1,41.82,16.03,1.04,0.55,1.22,13.87,2.36,2019-172,2019,201901,N-19,8131.876574,0.0135584762909112,17862.499797440272,94,126,2,54.38,0,47.4,0.5434,0.1878,0,59.34803,-169.22843,50,4.1,3,EBS,6
27.08,0.44,0.66,0.87,0.2,5.49,0,1.35,0.94,0,75.02,0,0,78.39,1.13,3.6,3.01,5.53,2.6,0,6.83,0,3.09,2.62,16.52,2.26,50,38.42,1.55,0.46,0,0,16.08,1.44,2.16,0,1.4,1.73,5.47,0.93,0,0,10.66,5.56,22.12,0,0,6.4,0,0.27,6.52,0,1.8,64.02,0.38,1.3,1.59,1.75,1.18,2.9,0.09,0,0,1.3,0,5.96,0.12,25.95,0.72,15.45,137.89,216.57,163.38,1.18,108.11,0.41,0.1,42.98,17.81,1.04,0.62,1.3,14.33,2.47,2019-173,2019,201901,N-19,8131.876574,0.0135584762909112,17862.499797440272,94,126,2,57.96,0,61.9,1.0046,0.2697,0,59.34803,-169.22843,50,4.1,3,EBS,6
15.07,0.32,0.38,0.4,0.08,2.68,0,0,0.43,0,38.9,0,0,44.27,0.71,1.88,1.59,3.24,1.37,0,3.61,0,1.88,1.94,9.25,1.42,28.84,21.89,0,0.26,0,0,10.31,0.91,1.3,0,0.85,1.09,4.36,0.68,0.5,0,6.1,3.69,13.02,0,0,4.09,0,0,4.62,0,1.28,55.42,0.21,0,2.07,1.79,0.81,1.74,0,0,0,0.96,0,4.07,0,24.3,0.55,7.06,72.67,125.01,127.46,1.75,92.41,0.44,0.11,26.67,11.41,1.14,0.55,1.32,10.15,2.28,2019-174,2019,201901,N-19,8131.876574,0.0135584762909112,17862.499797440272,94,126,2,54.51,0,50.7,0.6936,0.2372,0,59.34803,-169.22843,50,4.1,3,EBS,6
8.9,0.18,0.14,0.3,0.05,1.77,0,0,0.25,0,20.17,0,0,20.7,0.47,1.47,1.12,1.9,1.05,0,1.98,0,1.26,1.07,6.31,0,10.07,12.04,0,0.2,0,0,5.6,0.62,0.79,0,0.55,0.76,2.12,0.37,0,0,4.47,2.15,10.03,0,0,2.99,0,0,2.76,0,0.83,33.68,0.19,0,0.99,1.04,0.48,1.09,0,0,0.08,0.54,0,3.34,0,15.5,0.34,4.95,41.75,62.64,78.32,1.88,57.5,0.46,0.13,18.67,6.37,1.03,0.57,0.84,9.76,2.17,2019-175,2019,201901,N-19,8131.876574,0.0135584762909112,17862.499797440272,94,126,1,80.59,11.05,176.1,0.8755,0.1737,0,59.34803,-169.22843,50,4.1,3,EBS,6
